#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Price,Volume,Market VWAP,Buyer ID,Bid Price,Bid Size,Seller ID,Ask Price,Ask Size,Qualifiers,Exch Time,Date,Tick Dir.,Open,High,Low,Turnover
PXA.CHA,,Market Price,2025-01-15 11:38:18.468998569+11:00,Trade,13.01,9.0,12.9747,,13.0,106.0,,13.01,39.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:38:18.343315000,2025-01-15,^,12.9,13.03,12.9,72580.0
PXA.CHA,,Market Price,2025-01-15 11:38:18.469060463+11:00,Trade,13.01,25.0,12.9749,,13.0,106.0,,13.01,14.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:38:18.343315000,2025-01-15, ,12.9,13.03,12.9,72906.0
PXA.CHA,,Market Price,2025-01-15 11:38:18.469060463+11:00,Trade,13.01,7.0,12.9749,,13.0,106.0,,13.01,7.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:38:18.343315000,2025-01-15, ,12.9,13.03,12.9,72997.0
PXA.CHA,,Market Price,2025-01-15 11:38:18.469060463+11:00,Trade,13.01,7.0,12.9749,,13.0,106.0,,13.02,330.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:38:18.343315000,2025-01-15, ,12.9,13.03,12.9,73088.0
PXA.AX,,Market Price,2025-01-15 11:38:18.470423321+11:00,Trade,13.01,14.0,12.96862,,13.0,272.0,,13.01,71.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:18.343000000,2025-01-15,^,12.74,13.04,12.7,405489.85
PXA.AX,,Market Price,2025-01-15 11:38:18.470774943+11:00,Trade,13.01,11.0,12.968635,,13.0,272.0,,13.01,71.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:18.343000000,2025-01-15,^,12.74,13.04,12.7,405632.96
PXA.AX,,Market Price,2025-01-15 11:38:18.470774943+11:00,Trade,13.01,28.0,12.968672,,13.0,272.0,,13.01,71.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:18.343000000,2025-01-15,^,12.74,13.04,12.7,405997.24
PXA.AX,,Market Price,2025-01-15 11:38:18.470774943+11:00,Trade,13.01,9.0,12.968684,,13.0,272.0,,13.02,399.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:18.343000000,2025-01-15,^,12.74,13.04,12.7,406114.33
PXA.AX,,Market Price,2025-01-15 11:38:18.470774943+11:00,Trade,13.01,9.0,12.968696,,13.0,272.0,,13.02,399.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:18.343000000,2025-01-15,^,12.74,13.04,12.7,406231.42
PXA.AX,,Market Price,2025-01-15 11:38:18.470774943+11:00,Trade,13.015,31.0,12.968741,,13.0,422.0,,13.03,833.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:38:18.345000000,2025-01-15,^,12.74,13.04,12.7,406634.885
PXA.AX,,Market Price,2025-01-15 11:38:18.470774943+11:00,Trade,13.01,2.0,12.968744,,13.0,422.0,,13.03,833.0,B[ACT_FLAG1];XT[GV4_TEXT];XT[LSTSALCOND],00:38:18.345000000,2025-01-15,v,12.74,13.04,12.7,406660.905
PXA.AX,,Market Price,2025-01-15 11:38:18.595439965+11:00,Trade,13.015,31.0,12.96879,,13.01,197.0,,13.02,465.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:38:18.471000000,2025-01-15,^,12.74,13.04,12.7,407064.37
PXA.AX,,Market Price,2025-01-15 11:38:18.596122823+11:00,Trade,13.01,47.0,12.968851,,13.01,150.0,,13.02,465.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:18.471000000,2025-01-15,v,12.74,13.04,12.7,407675.84
PXA.AX,,Market Price,2025-01-15 11:38:19.936239849+11:00,Trade,13.01,70.0,12.968943,,13.01,328.0,,13.03,1198.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:19.810000000,2025-01-15,v,12.74,13.04,12.7,408586.54
PXA.AX,,Market Price,2025-01-15 11:38:19.936239849+11:00,Trade,13.01,13.0,12.96896,,13.01,258.0,,13.03,1198.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:19.810000000,2025-01-15,v,12.74,13.04,12.7,408755.67
PXA.AX,,Market Price,2025-01-15 11:38:20.800505379+11:00,Trade,13.01,11.0,12.968974,,13.01,289.0,,13.03,1219.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:38:20.675000000,2025-01-15,v,12.74,13.04,12.7,408898.78
PXA.CHA,,Market Price,2025-01-15 11:38:35.508892208+11:00,Trade,13.03,10.0,12.975,,13.01,141.0,,13.03,130.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:38:35.382315000,2025-01-15,^,12.9,13.03,12.9,73218.0
PXA.CHA,,Market Price,2025-01-15 11:38:35.509162928+11:00,Trade,13.03,1.0,12.9751,,13.01,141.0,,13.03,129.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:38:35.382315000,2025-01-15, ,12.9,13.03,12.9,73231.0
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.02,3.0,12.968979,,13.01,421.0,,13.03,1056.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:39:29.242000000,2025-01-15,^,12.74,13.04,12.7,408937.84
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.02,22.0,12.969014,,13.01,421.0,,13.03,1056.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:39:29.242000000,2025-01-15,^,12.74,13.04,12.7,409224.28
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.02,9.0,12.969029,,13.01,421.0,,13.03,1056.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:39:29.242000000,2025-01-15,^,12.74,13.04,12.7,409341.46
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,56.0,12.969101,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,410070.02
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,27.0,12.969136,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,410421.29
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,79.0,12.969238,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,411449.08
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,49.0,12.969301,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,412086.57
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,22.0,12.969329,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,412372.79
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,1.0,12.96933,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,412385.8
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,24.0,12.969361,,13.01,421.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,412698.04
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,17.0,12.969383,,13.01,9.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,412919.21
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,3.0,12.969387,,13.01,9.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,412958.24
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,50.0,12.96945,,13.0,373.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,413608.74
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,12.0,12.969466,,13.0,373.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,413764.86
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,36.0,12.969511,,13.0,373.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,414233.22
PXA.AX,,Market Price,2025-01-15 11:39:29.365566794+11:00,Trade,13.01,30.0,12.969549,,13.0,373.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,414623.52
PXA.AX,,Market Price,2025-01-15 11:39:29.366255334+11:00,Trade,13.01,6.0,12.969557,,13.0,373.0,,13.03,1056.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,414701.58
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,80.0,12.9755,,13.01,85.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242618000,2025-01-15,v,12.9,13.03,12.9,74272.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,20.0,12.9757,,13.01,65.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242618000,2025-01-15, ,12.9,13.03,12.9,74532.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,5.0,12.9757,,13.01,60.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242618000,2025-01-15, ,12.9,13.03,12.9,74597.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,6.0,12.9757,,13.01,54.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,74675.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,20.0,12.9758,,13.01,34.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,74936.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,2.0,12.9759,,13.01,32.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,74962.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,5.0,12.9759,,13.01,27.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,75027.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,3.0,12.9759,,13.01,24.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,75066.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,20.0,12.976,,13.01,4.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,75326.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,1.0,12.976,,13.01,3.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,75339.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,1.0,12.976,,13.01,2.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,75352.0
PXA.CHA,,Market Price,2025-01-15 11:39:29.369042052+11:00,Trade,13.01,2.0,12.976,,13.0,43.0,,13.03,119.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:39:29.242652000,2025-01-15, ,12.9,13.03,12.9,75378.0
PXA.AX,,Market Price,2025-01-15 11:39:29.371273468+11:00,Trade,13.01,9.0,12.969568,,13.0,373.0,,13.02,205.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:29.242000000,2025-01-15,v,12.74,13.04,12.7,414818.67
PXA.AX,,Market Price,2025-01-15 11:39:31.755759585+11:00,Trade,13.0,11.0,12.969579,,13.0,363.0,,13.02,946.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:31.631000000,2025-01-15,v,12.74,13.04,12.7,414961.67
PXA.AX,,Market Price,2025-01-15 11:39:43.766007568+11:00,Trade,13.02,130.0,12.969783,,13.0,352.0,,13.02,969.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:43.640000000,2025-01-15,^,12.74,13.04,12.7,416654.27
PXA.AX,,Market Price,2025-01-15 11:39:43.766007568+11:00,Trade,13.02,75.0,12.9699,,13.0,352.0,,13.02,969.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:43.640000000,2025-01-15,^,12.74,13.04,12.7,417630.77
PXA.AX,,Market Price,2025-01-15 11:39:43.766007568+11:00,Trade,13.02,1.0,12.969901,,13.0,352.0,,13.02,548.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:43.640000000,2025-01-15,^,12.74,13.04,12.7,417643.79
PXA.AX,,Market Price,2025-01-15 11:39:43.766007568+11:00,Trade,13.02,215.0,12.970234,,13.0,352.0,,13.02,548.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:39:43.640000000,2025-01-15,^,12.74,13.04,12.7,420443.09
PXA.AX,,Market Price,2025-01-15 11:41:50.680553643+11:00,Trade,13.015,26.0,12.970269,,13.01,470.0,,13.02,431.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:41:50.553000000,2025-01-15,v,12.74,13.04,12.7,420781.48
PXA.AX,,Market Price,2025-01-15 11:41:50.680553643+11:00,Trade,13.015,38.0,12.970322,,13.01,470.0,,13.02,431.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:41:50.553000000,2025-01-15,v,12.74,13.04,12.7,421276.05
PXA.AX,,Market Price,2025-01-15 11:41:50.680553643+11:00,Trade,13.01,75.0,12.970413,,13.01,322.0,,13.02,431.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:41:50.553000000,2025-01-15,v,12.74,13.04,12.7,422251.8
PXA.AX,,Market Price,2025-01-15 11:41:50.680553643+11:00,Trade,13.01,73.0,12.970502,,13.01,322.0,,13.02,431.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:41:50.553000000,2025-01-15,v,12.74,13.04,12.7,423201.53
PXA.CHA,,Market Price,2025-01-15 11:41:51.189099964+11:00,Trade,13.015,39.0,12.9763,,13.01,134.0,,13.02,78.0,"IIB[GV4_TEXT];HMP[TRD_IND_1];CXAP[LSTSALCOND];N[CONDCODE_1];""OH   ""[TR_TRD_FLG]",00:41:51.066061000,2025-01-15,^,12.9,13.03,12.9,75885.0
PXA.AX,,Market Price,2025-01-15 11:41:51.201232051+11:00,Trade,13.015,20.0,12.970529,,13.01,375.0,,13.02,169.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],00:41:51.075000000,2025-01-15,^,12.74,13.04,12.7,423461.83
PXA.AX,,Market Price,2025-01-15 11:41:51.201232051+11:00,Trade,13.01,53.0,12.970593,,13.01,322.0,,13.02,169.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:41:51.075000000,2025-01-15,v,12.74,13.04,12.7,424151.36
PXA.AX,,Market Price,2025-01-15 11:41:51.211186532+11:00,Trade,13.01,34.0,12.970634,,13.01,322.0,,13.02,169.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:41:51.087000000,2025-01-15,v,12.74,13.04,12.7,424593.7
PXA.AX,,Market Price,2025-01-15 11:41:51.211186532+11:00,Trade,13.01,63.0,12.970709,,13.01,225.0,,13.02,169.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:41:51.087000000,2025-01-15,v,12.74,13.04,12.7,425413.33
PXA.AX,,Market Price,2025-01-15 11:41:53.645420901+11:00,Trade,13.01,12.0,12.970724,,13.01,253.0,,13.02,169.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:41:53.519000000,2025-01-15,v,12.74,13.04,12.7,425569.45
PXA.CHA,,Market Price,2025-01-15 11:42:01.634158911+11:00,Trade,13.02,8.0,12.9764,,13.01,154.0,,13.02,23.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];[CONDCODE_1];""OB   ""[TR_TRD_FLG]",00:42:01.509374000,2025-01-15,^,12.9,13.03,12.9,75990.0
PXA.CHA,,Market Price,2025-01-15 11:42:01.634158911+11:00,Trade,13.02,23.0,12.9765,,13.01,154.0,,13.03,425.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:42:01.509374000,2025-01-15, ,12.9,13.03,12.9,76289.0
PXA.AX,,Market Price,2025-01-15 11:42:01.636407700+11:00,Trade,13.02,17.0,12.970749,,13.01,291.0,,13.02,59.0,B[ACT_FLAG1];XT[GV4_TEXT];XT[LSTSALCOND],00:42:01.509000000,2025-01-15,^,12.74,13.04,12.7,425790.79
PXA.AX,,Market Price,2025-01-15 11:42:01.636407700+11:00,Trade,13.02,22.0,12.970782,,13.01,291.0,,13.03,467.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:01.509000000,2025-01-15,^,12.74,13.04,12.7,426077.23
PXA.AX,,Market Price,2025-01-15 11:42:01.636407700+11:00,Trade,13.02,20.0,12.970812,,13.01,291.0,,13.03,467.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:01.509000000,2025-01-15,^,12.74,13.04,12.7,426337.63
PXA.CHA,,Market Price,2025-01-15 11:42:05.744204315+11:00,Trade,13.025,32.0,12.9768,,13.02,3.0,,13.04,52.0,"S[GV4_TEXT];NBBO[TRD_IND_1];S[LSTSALCOND];S[CONDCODE_1];""OB   ""[TR_TRD_FLG]",00:42:05.617468000,2025-01-15,^,12.9,13.03,12.9,76706.0
PXA.CHA,,Market Price,2025-01-15 11:42:05.859712378+11:00,Trade,13.02,3.0,12.9768,,13.01,316.0,,13.04,52.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];[CONDCODE_1];""OB   ""[TR_TRD_FLG]",00:42:05.736628000,2025-01-15,v,12.9,13.03,12.9,76745.0
PXA.AX,,Market Price,2025-01-15 11:42:05.860421800+11:00,Trade,13.02,1.0,12.970814,,13.02,64.0,,13.04,371.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:05.736000000,2025-01-15,^,12.74,13.04,12.7,426350.65
PXA.AX,,Market Price,2025-01-15 11:42:05.860834363+11:00,Trade,13.02,4.0,12.97082,,13.02,64.0,,13.04,371.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:05.736000000,2025-01-15,^,12.74,13.04,12.7,426402.73
PXA.AX,,Market Price,2025-01-15 11:42:05.860834363+11:00,Trade,13.02,1.0,12.970821,,13.02,64.0,,13.04,371.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:05.736000000,2025-01-15,^,12.74,13.04,12.7,426415.75
PXA.AX,,Market Price,2025-01-15 11:42:05.860834363+11:00,Trade,13.02,1.0,12.970823,,13.01,549.0,,13.04,371.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:05.736000000,2025-01-15,^,12.74,13.04,12.7,426428.77
PXA.AX,,Market Price,2025-01-15 11:42:05.860834363+11:00,Trade,13.02,32.0,12.970871,,13.01,549.0,,13.04,371.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:05.736000000,2025-01-15,^,12.74,13.04,12.7,426845.41
PXA.AX,,Market Price,2025-01-15 11:42:05.860834363+11:00,Trade,13.02,25.0,12.970908,,13.01,549.0,,13.04,371.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:42:05.736000000,2025-01-15,^,12.74,13.04,12.7,427170.91
PXA.AX,,Market Price,2025-01-15 11:43:00.881184962+11:00,Trade,13.02,1.0,12.970909,,13.02,11.0,,13.04,369.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:43:00.755000000,2025-01-15,^,12.74,13.04,12.7,427183.93
PXA.AX,,Market Price,2025-01-15 11:43:00.881184962+11:00,Trade,13.02,10.0,12.970924,,13.01,549.0,,13.04,369.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:43:00.755000000,2025-01-15,^,12.74,13.04,12.7,427314.13
PXA.CHA,,Market Price,2025-01-15 11:44:02.354254070+11:00,Trade,13.03,24.0,12.977,,13.02,107.0,,13.04,438.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:44:02.230747000,2025-01-15,^,12.9,13.03,12.9,77058.0
PXA.AX,,Market Price,2025-01-15 11:44:02.356132050+11:00,Trade,13.03,22.0,12.970964,,13.02,395.0,,13.03,63.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:02.230000000,2025-01-15,^,12.74,13.04,12.7,427600.79
PXA.AX,,Market Price,2025-01-15 11:44:02.356132050+11:00,Trade,13.03,1.0,12.970966,,13.02,395.0,,13.03,63.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:02.230000000,2025-01-15,^,12.74,13.04,12.7,427613.82
PXA.AX,,Market Price,2025-01-15 11:44:02.356132050+11:00,Trade,13.03,26.0,12.971012,,13.02,395.0,,13.03,14.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:02.230000000,2025-01-15,^,12.74,13.04,12.7,427952.6
PXA.AX,,Market Price,2025-01-15 11:44:02.370437943+11:00,Trade,13.03,7.0,12.971025,,13.02,395.0,,13.03,16.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:02.245000000,2025-01-15,^,12.74,13.04,12.7,428043.81
PXA.AX,,Market Price,2025-01-15 11:44:02.371070457+11:00,Trade,13.03,6.0,12.971035,,13.02,395.0,,13.03,9.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:02.245000000,2025-01-15,^,12.74,13.04,12.7,428121.99
PXA.AX,,Market Price,2025-01-15 11:44:02.371070457+11:00,Trade,13.03,2.0,12.971039,,13.02,395.0,,13.04,640.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:02.245000000,2025-01-15,^,12.74,13.04,12.7,428148.05
PXA.AX,,Market Price,2025-01-15 11:44:46.936305440+11:00,Trade,13.02,3.0,12.971043,,13.02,406.0,,13.04,203.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:46.810000000,2025-01-15,v,12.74,13.04,12.7,428187.11
PXA.AX,,Market Price,2025-01-15 11:44:46.936305440+11:00,Trade,13.02,11.0,12.97106,,13.02,406.0,,13.04,203.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:46.810000000,2025-01-15,v,12.74,13.04,12.7,428330.33
PXA.AX,,Market Price,2025-01-15 11:44:46.936305440+11:00,Trade,13.02,52.0,12.971137,,13.02,340.0,,13.04,203.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:46.810000000,2025-01-15,v,12.74,13.04,12.7,429007.37
PXA.AX,,Market Price,2025-01-15 11:44:49.600391387+11:00,Trade,13.03,6.0,12.971147,,13.03,206.0,,13.04,204.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:49.475000000,2025-01-15,^,12.74,13.04,12.7,429085.55
PXA.AX,,Market Price,2025-01-15 11:44:49.600604706+11:00,Trade,13.03,62.0,12.971257,,13.03,206.0,,13.04,204.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:44:49.475000000,2025-01-15,^,12.74,13.04,12.7,429893.41
PXA.CHA,,Market Price,2025-01-15 11:44:49.684464471+11:00,Trade,13.03,10.0,12.9771,,13.03,1.0,,13.04,55.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:44:49.557528000,2025-01-15, ,12.9,13.03,12.9,77188.0
PXA.CHA,,Market Price,2025-01-15 11:44:49.684464471+11:00,Trade,13.03,1.0,12.9771,,13.02,135.0,,13.04,55.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",00:44:49.557598000,2025-01-15, ,12.9,13.03,12.9,77201.0
PXA.AX,,Market Price,2025-01-15 11:45:08.620422833+11:00,Trade,13.04,21.0,12.971301,,13.03,77.0,,13.04,204.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:45:08.495000000,2025-01-15,^,12.74,13.04,12.7,430167.25
PXA.AX,,Market Price,2025-01-15 11:45:08.621059682+11:00,Trade,13.04,19.0,12.97134,,13.03,77.0,,13.04,204.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:45:08.495000000,2025-01-15,^,12.74,13.04,12.7,430415.01
PXA.AX,,Market Price,2025-01-15 11:45:08.621059682+11:00,Trade,13.04,2.0,12.971344,,13.03,77.0,,13.04,204.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:45:08.495000000,2025-01-15,^,12.74,13.04,12.7,430441.09
PXA.AX,,Market Price,2025-01-15 11:45:08.621059682+11:00,Trade,13.04,14.0,12.971373,,13.03,77.0,,13.04,204.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],00:45:08.495000000,2025-01-15,^,12.74,13.04,12.7,430623.65
